Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Class
56,0,92,0,52,8,36,40,4,4
55,0,97,-1,52,-1,41,45,4,4
56,0,92,4,-2,0,36,94,58,4
56,0,96,-1,50,0,40,47,6,4
55,0,79,2,24,-9,23,55,32,4
55,0,77,0,0,13,21,77,56,4
55,0,76,0,-12,24,21,89,68,4
55,0,83,0,-30,0,27,114,86,4
55,0,77,0,44,7,22,34,12,4
55,0,93,0,6,-5,37,88,50,4
56,0,98,5,46,0,42,51,10,4
55,-2,96,1,52,0,41,44,4,4
55,-1,79,0,16,0,23,63,40,4
55,0,93,0,52,-19,38,42,4,4
56,0,93,2,46,0,37,46,10,4
56,4,80,-1,-4,12,24,85,62,4
55,0,76,-1,-12,-6,21,89,68,4
55,0,92,0,34,-24,37,59,22,4
55,1,72,-7,0,1,17,72,56,4
56,0,81,0,-10,2,25,92,66,4
55,0,78,0,12,6,23,65,42,4
56,1,99,0,46,-6,42,52,10,4
56,0,97,-4,52,15,41,45,4,4
55,0,77,0,10,6,21,66,46,4
56,0,95,0,44,6,40,51,12,4
56,0,76,-6,-18,0,20,94,74,4
55,0,95,0,52,-23,40,44,4,4
55,0,79,0,24,-23,23,55,32,4
55,0,82,0,-36,-23,26,118,92,4
56,0,77,0,-6,-25,21,85,64,4
56,11,74,7,-4,-8,18,79,62,4
56,0,92,0,46,-17,36,46,10,4
56,0,78,0,12,20,22,65,42,4
56,1,97,0,50,-4,41,48,6,4
55,0,97,1,46,-8,41,50,8,4
56,4,77,6,16,0,22,62,40,4
56,3,99,0,50,7,42,49,8,4
55,0,95,-2,52,-2,40,44,4,4
56,0,96,1,50,0,40,47,6,4
55,0,78,0,6,20,23,73,50,4
56,0,77,0,44,0,22,34,12,4
56,0,79,0,10,-18,23,68,46,4
55,0,77,-3,10,14,22,67,46,4
55,-1,99,3,46,0,43,52,8,4
55,0,77,0,-30,-12,22,108,86,4
56,0,95,-2,46,0,40,49,10,4
56,0,92,0,50,0,36,43,6,4
55,0,96,0,52,20,41,44,4,4
56,0,95,0,46,15,40,49,10,4
56,0,81,3,-22,0,25,104,80,4
55,0,95,0,42,5,40,54,14,4
55,0,77,-3,12,-1,22,65,42,4
55,0,93,0,38,-18,37,54,16,4
55,0,92,-1,46,0,37,46,8,4
56,0,95,0,44,10,40,51,12,4
56,0,81,0,-4,1,25,86,62,4
56,0,97,5,52,0,41,45,4,4
55,0,93,0,50,0,38,44,6,4
56,-1,96,8,42,-8,40,55,14,4
55,0,92,-4,44,-4,37,48,12,4
56,0,92,0,-2,-8,36,95,58,4
55,0,77,8,-22,-26,21,100,78,4
56,0,96,0,50,-4,40,47,6,4
55,0,82,7,-14,-5,26,97,70,4
56,0,81,0,-18,0,25,99,74,4
56,0,79,-1,6,-18,24,74,50,4
56,0,97,0,44,-4,41,53,12,4
56,0,95,0,50,-28,40,46,6,4
56,2,80,4,-4,0,24,85,62,4
55,0,76,0,-14,13,21,92,70,4
55,0,76,24,-22,1,21,99,78,4
56,0,97,-2,50,-29,41,48,6,4
56,-1,78,-4,26,-7,22,52,30,4
55,0,96,0,46,-11,41,50,8,4
56,0,81,3,-10,0,25,91,66,4
55,-1,97,-6,50,7,42,48,6,4
55,0,77,0,-28,12,22,106,84,4
56,1,97,-1,52,0,41,46,4,4
55,0,95,-1,42,-7,40,54,14,4
55,-2,99,0,46,0,43,52,8,4
56,3,97,0,50,0,41,48,8,4
56,2,99,0,46,0,43,52,10,4
55,0,79,0,18,-1,23,61,38,4
56,2,97,0,42,-10,40,55,14,4
56,0,78,0,42,-1,22,37,14,4
56,5,95,0,42,18,39,54,14,4
56,0,80,0,20,-5,24,59,36,4
56,0,94,4,50,0,38,45,6,4
55,0,79,0,16,22,23,63,40,4
56,0,97,0,50,23,41,48,6,4
56,0,97,0,42,-3,41,55,14,4
56,0,80,0,0,28,24,80,56,4
55,0,82,0,-20,-18,26,103,76,4
55,0,79,-5,20,0,23,58,34,4
55,0,92,5,26,0,37,66,30,4
55,0,92,0,-2,15,36,94,58,4
55,-2,98,0,44,-1,42,54,12,4
55,0,98,-2,46,-4,42,51,8,4
55,-1,77,0,18,26,22,59,38,4
56,0,96,-4,50,-7,40,47,6,4
56,1,78,0,16,0,22,63,40,4
56,0,77,0,18,21,22,59,38,4
55,0,77,0,12,-17,22,65,42,4
55,0,96,0,38,-27,41,57,16,4
55,0,92,0,8,0,37,84,48,4
55,0,77,0,0,-1,22,77,56,4
55,-1,97,-3,46,0,42,51,8,4
55,0,97,-2,50,0,41,48,6,4
55,0,82,-1,-32,-8,26,115,90,4
56,0,77,0,-2,2,21,79,58,4
55,0,77,-1,28,0,21,48,28,4
56,0,81,0,-6,-4,25,88,64,4
55,0,77,-4,28,-12,21,48,28,4
56,0,96,0,38,-29,40,57,18,4
55,0,77,-6,-22,0,22,100,78,4
55,0,82,0,-38,15,26,121,94,4
55,3,77,0,26,0,22,52,30,4
55,0,93,0,20,0,37,72,34,4
55,0,95,0,52,6,40,44,4,4
56,0,97,0,46,-20,41,50,10,4
55,0,95,0,36,0,39,59,20,4
55,0,77,3,-24,-24,21,103,82,4
56,0,98,0,44,1,42,54,12,4
55,0,78,4,10,3,23,68,46,4
56,0,79,0,6,-2,23,74,50,4
55,-1,78,0,16,-4,23,63,40,4
56,0,96,5,50,0,40,47,6,4
53,-21,91,0,2,0,38,88,50,4
56,5,77,0,16,-2,22,62,40,4
56,0,81,0,-2,23,25,83,58,4
55,0,79,-1,24,-3,23,55,32,4
56,1,98,0,52,0,42,46,4,4
55,0,77,0,2,0,22,75,52,4
55,0,77,-2,12,-1,22,65,42,4
56,0,77,1,-4,-5,21,82,62,4
56,2,97,-1,46,0,41,51,10,4
56,0,96,0,36,11,40,60,20,4
55,0,77,0,2,13,22,75,52,4
55,0,95,0,46,11,40,49,8,4
55,0,76,0,-12,-5,21,89,68,4
55,0,96,0,52,28,41,44,4,4
55,0,77,0,-28,-17,22,106,84,4
55,0,97,0,46,22,41,50,8,4
56,0,76,0,-6,5,20,84,64,4
56,0,97,0,44,-24,41,53,12,4
55,0,96,0,44,-27,41,52,12,4
56,6,74,7,-4,-1,18,79,62,4
55,0,78,0,6,14,23,73,50,4
56,0,81,0,-6,-15,25,89,64,4
56,3,98,8,46,0,42,51,10,4
56,0,97,-1,50,-26,41,48,6,4
56,0,95,-2,44,-2,40,51,12,4
56,0,77,-5,24,-2,22,54,32,4
55,6,74,-10,-2,6,19,77,58,4
55,0,78,0,46,24,23,32,8,4
56,0,96,0,46,31,40,50,10,4
56,0,81,0,-14,-4,25,97,72,4
56,0,97,0,52,30,41,45,4,4
55,0,77,0,0,-7,22,77,56,4
55,0,77,0,-10,-11,21,87,66,4
55,-4,97,-3,52,0,42,46,4,4
55,0,77,0,6,-3,22,72,50,4
55,0,78,-3,8,0,23,70,48,4
55,-1,92,-3,24,-7,37,69,32,4
55,-1,98,5,42,1,42,57,14,4
55,0,76,0,-22,3,21,99,78,4
55,0,77,-2,-4,95,21,82,60,4
56,4,97,0,50,-3,40,48,8,4
56,5,97,0,38,1,40,58,18,4
55,4,77,0,26,-11,22,52,30,4
55,0,77,0,-28,-10,21,105,84,4
56,0,97,0,50,3,41,48,6,4
56,0,77,0,-6,13,21,85,64,4
56,0,79,3,0,2,23,79,56,4
55,0,96,0,52,11,41,44,4,4
55,-4,77,0,-24,0,21,103,82,4
55,0,79,0,26,4,23,53,30,4
55,0,95,0,46,-10,40,49,8,4
55,-5,77,0,34,20,22,44,22,4
56,2,81,2,-4,17,25,86,62,4
55,0,79,0,16,-19,23,63,40,4
56,0,81,1,-10,-6,25,91,66,4
56,0,97,0,38,-8,41,58,18,4
55,-2,99,8,38,-1,43,60,16,4
56,0,92,0,50,3,36,43,6,4
55,-3,78,1,24,0,23,55,32,4
55,0,95,0,38,-6,40,57,16,4
56,0,96,-3,52,-1,40,44,4,4
55,-1,77,0,-24,2,21,103,82,4
56,0,97,-1,50,-13,41,48,6,4
55,0,93,0,2,23,38,91,52,4
55,0,77,0,-4,38,21,82,60,4
55,0,78,0,44,-11,23,34,12,4
55,0,93,8,46,0,37,46,8,4
55,0,76,-7,-20,0,21,97,76,4
55,0,96,0,44,23,41,52,12,4
56,0,91,0,-2,5,35,93,58,4
56,0,95,0,52,15,39,43,4,4
55,0,92,0,34,-30,37,59,22,4
55,0,95,-5,44,0,40,51,12,4
55,0,95,0,36,-6,39,59,20,4
55,0,92,-6,0,0,36,92,56,4
56,0,76,0,-14,-4,20,92,72,4
55,0,95,0,50,0,39,46,6,4
56,0,98,0,50,-3,42,49,8,4
56,0,98,0,42,-8,42,57,14,4
55,0,77,0,26,-5,21,51,30,4
55,0,82,0,-20,1,26,103,76,4
56,0,91,0,2,6,35,88,54,4
56,0,79,2,0,2,23,79,56,4
55,0,95,0,42,0,40,54,14,4
55,0,83,0,-28,-3,27,111,84,4
55,0,96,0,44,21,41,52,12,4
56,2,95,0,42,-4,39,54,14,4
56,0,95,0,44,-30,40,51,12,4
56,0,99,-1,50,0,43,49,6,4
55,0,79,0,12,14,23,66,42,4
55,0,92,0,-4,-19,36,97,60,4
55,0,80,-2,-2,15,25,83,58,4
55,0,97,0,50,11,42,48,6,4
55,-3,96,4,52,0,41,44,4,4
56,0,95,0,46,5,40,49,10,4
55,-1,95,0,34,0,40,62,22,4
55,0,77,0,-6,0,21,85,64,4
55,0,78,6,10,11,23,68,46,4
55,0,77,4,12,7,22,65,42,4
56,0,81,0,-2,-5,25,83,58,4
55,4,72,7,0,0,16,72,56,4
55,0,83,0,-28,-2,27,111,84,4
55,-4,93,0,46,0,37,46,8,4
55,0,77,0,-10,-30,21,87,66,4
56,0,95,0,44,-26,40,51,12,4
56,3,96,8,42,0,40,55,14,4
56,5,95,0,46,4,39,49,10,4
55,-1,98,-3,42,-5,42,57,14,4
55,0,93,0,50,-6,38,44,6,4
55,0,77,0,24,30,22,54,32,4
56,3,80,-1,-6,-26,24,88,64,4
55,-5,77,0,-24,0,21,103,82,4
55,0,78,5,10,7,23,68,46,4
55,0,78,2,12,-9,23,65,42,4
55,0,82,0,-32,-3,26,115,90,4
56,5,76,0,-14,0,20,92,72,4
55,0,95,0,52,-10,40,44,4,4
55,0,97,0,44,-11,41,53,12,4
56,1,97,-6,52,0,41,46,4,4
56,3,80,2,20,-6,24,59,36,4
55,0,77,0,-22,-2,21,100,78,4
55,0,77,-4,-10,0,21,87,66,4
55,0,96,0,46,-1,41,50,8,4
55,-6,72,-4,0,0,17,72,56,4
56,0,95,0,52,-16,39,44,4,4
55,0,81,0,-6,27,25,88,64,4
55,0,82,0,-40,-4,26,123,96,4
56,0,95,0,52,7,40,44,4,4
55,-1,97,-2,42,-4,42,56,14,4
56,0,97,4,52,-13,41,45,4,4
56,-1,97,0,50,-7,41,48,6,4
55,0,96,0,44,14,41,52,12,4
56,0,96,-4,50,-2,40,47,6,4
56,0,82,2,-14,-20,26,97,72,4
55,0,77,7,28,-2,22,49,28,4
56,5,91,-3,-4,1,35,96,62,4
56,0,76,0,-12,1,20,89,68,4
55,0,96,0,50,-11,41,47,6,4
56,0,97,0,42,-7,41,55,14,4
56,0,98,-1,44,14,42,54,12,4
55,0,78,-1,42,-6,23,37,14,4
55,0,98,0,52,4,42,46,4,4
55,0,77,8,-18,0,21,95,74,4
56,5,96,-3,52,0,40,44,4,4
56,-1,95,0,38,-1,40,57,18,4
55,0,76,0,-14,20,21,92,70,4
56,0,80,0,20,-3,24,59,36,4
55,0,79,0,20,-2,23,58,34,4
55,0,96,4,50,0,41,47,6,4
56,0,95,-7,46,0,40,49,10,4
56,0,80,0,-2,-18,24,83,58,4
56,0,96,1,52,0,40,44,4,4
56,0,79,3,0,1,24,79,56,4
56,-1,79,-3,-22,15,24,103,80,4
55,0,77,0,38,-14,22,39,16,4
55,0,95,0,50,-7,40,46,6,4
55,0,93,0,46,-4,37,46,8,4
56,0,77,0,44,-8,22,34,12,4
56,0,97,0,52,28,41,46,4,4
56,0,78,-2,6,0,22,73,50,4
55,0,95,-1,36,-6,39,59,20,4
56,0,97,0,50,-15,41,48,6,4
55,0,96,0,52,-8,41,44,4,4
55,0,93,0,50,-13,38,44,6,4
55,0,92,0,-4,22,36,97,60,4
56,4,97,0,50,30,40,48,8,4
55,0,77,3,10,0,22,67,46,4
55,0,97,0,50,19,41,48,6,4
56,0,78,5,24,-1,22,55,32,4
56,0,95,0,46,13,40,49,10,4
55,-5,96,0,50,0,41,47,6,4
56,0,96,0,50,-3,40,47,6,4
55,0,78,-1,2,-4,23,75,52,4
56,1,98,0,42,14,42,57,14,4
55,0,95,0,44,-1,40,51,12,4
55,3,72,6,0,0,16,72,56,4
56,3,98,-4,38,-3,42,59,18,4
55,0,79,0,10,2,23,68,46,4
55,0,82,7,-14,0,26,97,70,4
55,0,81,0,-6,17,25,88,64,4
55,0,77,0,20,21,22,57,34,4
56,0,97,0,50,-5,41,48,6,4
55,0,81,0,-6,7,25,88,64,4
56,0,78,1,44,0,22,34,12,4
55,0,96,2,44,4,41,52,12,4
56,0,77,0,46,3,22,31,10,4
56,0,96,0,50,-8,40,47,6,4
55,0,79,-2,24,-4,23,55,32,4
56,-1,95,0,42,12,40,54,14,4
56,0,77,0,0,27,21,77,56,4
55,2,78,0,42,0,23,37,14,4
55,0,77,0,12,-18,22,65,42,4
55,-2,98,0,44,-5,42,54,12,4
55,0,77,-1,44,0,22,34,12,4
56,0,95,0,50,6,40,46,6,4
55,0,78,-1,0,-4,23,78,56,4
56,0,77,-5,24,0,22,54,32,4
55,0,92,0,28,-27,36,63,28,4
56,0,95,-7,38,-4,40,57,18,4
55,0,95,0,38,31,39,56,16,4
55,0,78,0,10,5,23,68,46,4
55,0,78,0,24,-24,23,55,32,4
55,0,79,0,24,-26,23,55,32,4
56,0,97,2,50,-5,41,48,6,4
55,0,77,0,10,10,22,67,46,4
56,0,77,0,-2,28,21,79,58,4
55,0,78,0,6,-1,23,73,50,4
55,0,78,0,26,6,23,52,30,4
56,0,77,-3,24,-4,22,54,32,4
56,-1,77,8,0,0,21,77,56,4
56,-3,97,5,44,10,41,53,12,4
55,0,93,0,52,-14,38,42,4,4
55,0,95,0,50,-2,40,46,6,4
56,0,79,0,8,9,24,72,48,4
56,2,80,6,-4,0,24,85,62,4
56,0,78,0,44,10,22,34,12,4
55,6,95,0,50,0,41,46,6,4
56,0,77,0,-2,5,21,79,58,4
56,0,92,0,52,-16,36,40,4,4
55,0,80,0,-2,-2,25,83,58,4
56,0,78,0,12,-10,22,65,42,4
55,0,81,2,-10,0,25,91,66,4
55,0,92,2,46,0,37,46,8,4
56,0,97,0,50,7,41,48,6,4
56,3,98,0,44,0,42,54,12,4
55,0,78,0,8,13,23,70,48,4
55,0,82,0,-40,19,26,123,96,4
56,0,98,0,42,0,42,57,14,4
56,0,97,1,50,-1,41,48,6,4
56,1,77,13,-4,0,21,82,62,4
56,0,96,0,50,-27,40,47,6,4
55,0,95,0,38,-2,40,57,16,4
55,0,77,0,2,-18,22,75,52,4
56,1,96,0,52,-6,40,44,4,4
56,0,78,0,24,-6,22,55,32,4
55,0,92,0,26,-5,36,66,30,4
56,0,95,0,44,4,40,51,12,4
55,0,82,0,-38,-8,26,121,94,4
56,0,82,0,-12,2,26,95,68,4
55,0,95,0,38,-15,40,57,16,4
55,0,77,0,18,9,22,59,38,4
56,0,82,1,-12,14,26,95,68,4
55,0,77,0,-14,-5,21,92,70,4
56,0,79,-5,8,0,23,71,48,4
56,0,97,2,50,-21,41,48,6,4
56,2,81,0,-22,-5,25,105,80,4
56,0,77,0,0,18,21,77,56,4
56,1,80,0,-2,-7,24,83,58,4
56,3,81,0,-10,0,25,92,66,4
56,0,81,0,-6,25,25,88,64,4
56,0,97,-6,52,12,41,45,4,4
55,-1,80,0,-4,3,25,85,60,4
56,0,78,3,-2,-20,22,81,58,4
55,0,93,-1,12,0,37,80,42,4
55,-1,77,-4,-4,31,21,82,60,4
56,0,79,0,12,-8,23,66,42,4
55,0,92,-5,30,-1,36,61,24,4
54,8,77,0,-22,0,24,101,78,4
55,0,81,0,-10,-24,25,91,66,4
56,0,77,0,18,-11,22,59,38,4
55,-1,97,-1,46,-10,42,51,8,4
55,0,95,0,38,3,40,57,16,4
56,1,98,0,50,-29,42,49,6,4
55,0,79,0,24,9,23,55,32,4
55,0,78,0,18,5,23,60,38,4
55,0,77,0,24,-30,21,54,32,4
56,0,95,-1,50,0,40,46,6,4
55,0,93,0,12,-1,38,81,42,4
56,4,99,0,38,0,42,60,18,4
56,1,81,0,-6,2,25,88,64,4
55,0,96,0,50,15,41,47,6,4
56,0,77,0,-20,0,21,97,76,4
56,0,81,0,-18,-8,25,99,74,4
55,0,77,-4,8,-21,22,70,48,4
55,0,77,0,20,0,22,57,34,4
56,4,98,0,42,12,42,57,14,4
55,0,79,0,8,-21,23,71,48,4
55,0,92,-4,44,0,37,48,12,4
55,0,95,0,34,-10,40,62,22,4
56,0,96,0,52,7,40,44,4,4
56,0,81,2,-10,0,25,91,66,4
56,0,95,0,50,-9,40,46,6,4
56,0,80,0,0,30,24,80,56,4
55,0,97,0,46,-6,41,50,8,4
55,0,78,4,26,0,23,52,30,4
55,-2,95,0,52,0,40,44,4,4
56,0,81,0,-10,-28,25,92,66,4
55,0,77,0,-24,-9,21,103,82,4
55,0,92,0,10,7,37,82,46,4
56,0,79,0,16,26,23,63,40,4
55,0,77,0,30,-4,22,46,24,4
55,0,77,0,20,5,22,57,34,4
55,0,79,0,24,10,23,55,32,4
56,-5,98,0,44,4,42,54,12,4
56,0,78,0,8,4,22,70,48,4
55,0,97,0,46,-7,41,50,8,4
55,-1,96,-5,42,-7,41,55,14,4
56,-5,99,0,46,0,43,52,10,4
56,0,96,4,34,0,40,62,22,4
55,0,81,0,-20,16,26,102,76,4
55,0,77,0,38,26,22,39,16,4
55,0,93,0,42,-26,37,51,14,4
55,0,77,0,8,-9,22,70,48,4
55,0,82,-1,-24,0,26,108,82,4
55,0,95,0,38,-7,40,57,16,4
56,-1,97,5,36,0,41,60,20,4
56,0,81,0,-18,-4,25,99,74,4
56,0,92,5,-2,0,36,95,58,4
56,4,97,-4,46,-23,41,51,10,4
55,0,83,1,-28,-27,27,111,84,4
55,0,95,0,44,-8,40,51,12,4
55,0,78,0,12,-26,23,65,42,4
56,0,77,0,46,12,22,31,10,4
55,-1,78,0,10,0,23,68,46,4
55,0,82,0,-18,0,26,100,74,4
55,0,79,0,20,3,23,58,34,4
56,0,77,0,-10,-16,21,87,66,4
55,0,77,-1,28,0,22,48,26,4
55,0,79,8,18,0,23,61,38,4
56,0,92,0,50,-17,36,43,6,4
56,10,73,17,0,5,17,73,56,4
56,0,77,0,-22,13,21,100,80,4
56,0,77,3,24,0,22,54,32,4
56,0,78,0,42,0,22,37,14,4
55,0,95,0,42,-24,40,54,14,4
55,0,77,0,-22,-13,21,100,78,4
56,0,92,0,-2,-6,36,95,58,4
56,0,77,1,-2,18,21,79,58,4
55,0,76,-4,-20,0,21,97,76,4
55,0,95,0,44,-5,40,51,12,4
55,0,77,-3,10,1,22,67,46,4
55,0,78,0,44,-30,23,34,12,4
55,0,77,0,8,-19,22,70,48,4
56,1,81,0,-6,-12,25,88,64,4
55,0,82,0,-40,-12,26,123,96,4
56,2,81,0,-22,-2,25,105,80,4
56,3,93,0,46,0,37,46,10,4
56,0,96,-1,52,28,40,44,4,4
55,0,77,-1,-4,8,21,82,60,4
55,0,82,0,-40,-5,26,123,96,4
55,0,79,0,10,28,23,68,46,4
55,0,79,0,20,-18,23,58,34,4
55,2,72,-11,0,1,17,72,56,4
56,0,78,1,-22,0,22,101,80,4
56,5,97,1,50,0,40,48,8,4
56,4,95,0,46,2,39,49,10,4
55,1,79,0,42,-6,24,37,14,4
55,0,78,-2,12,0,23,65,42,4
56,0,96,0,42,6,40,55,14,4
55,0,92,0,-2,-1,36,94,58,4
55,0,82,1,-12,-27,26,95,68,4
56,0,95,0,44,14,40,51,12,4
55,-2,76,0,-18,-6,21,94,74,4
56,0,92,0,46,-18,36,46,10,4
55,0,97,0,52,24,41,45,4,4
55,0,77,-5,30,0,21,46,24,4
55,0,96,0,50,-25,41,47,6,4
56,0,77,5,0,0,22,77,56,4
56,4,99,0,46,0,43,52,10,4
56,0,96,0,50,-16,40,47,6,4
55,0,95,0,46,-18,40,49,8,4
56,0,77,-7,44,0,22,34,12,4
56,0,95,0,52,-1,40,44,4,4
55,-1,78,-3,2,-10,23,75,52,4
56,0,81,0,-18,-5,25,99,74,4
56,0,82,0,-12,1,26,95,68,4
55,0,77,-7,12,2,21,64,42,4
55,0,96,0,50,-30,41,47,6,4
56,0,81,0,-2,7,25,83,58,4
55,0,97,0,46,-4,41,50,8,4
56,0,77,0,-2,-6,21,79,58,4
55,0,77,0,10,1,22,67,46,4
55,-1,77,-4,24,-8,21,54,32,4
56,0,92,0,50,-26,36,43,6,4
55,0,78,0,6,-5,23,73,50,4
56,0,95,0,50,-23,40,46,6,4
55,0,76,0,-12,-3,21,89,68,4
56,0,77,0,-2,-24,21,79,58,4
55,0,81,-1,-14,-30,26,97,70,4
56,0,77,0,-12,-3,21,90,68,4
56,0,79,-1,-22,8,24,103,80,4
56,0,81,0,-14,15,25,97,72,4
55,0,93,0,50,-9,38,44,6,4
55,2,73,-15,-2,13,18,76,58,4
55,0,97,0,50,0,41,48,6,4
56,0,78,0,44,9,22,34,12,4
55,0,78,0,12,14,23,65,42,4
55,0,95,0,44,14,40,51,12,4
56,0,95,0,52,6,39,43,4,4
55,0,77,8,-22,-14,21,100,78,4
55,0,93,2,46,0,37,46,8,4
55,0,92,2,26,5,37,66,30,4
55,0,77,0,18,-20,22,59,38,4
56,0,81,0,0,2,25,81,56,4
55,0,79,-1,20,-4,24,59,34,4
55,0,96,4,46,0,41,50,8,4
56,0,97,0,38,29,41,58,18,4
56,0,79,0,12,15,23,66,42,4
56,0,80,0,20,-6,24,59,36,4
56,-1,95,0,44,0,40,51,12,4
56,0,95,0,44,-7,40,51,12,4
55,0,79,0,24,7,24,56,32,4
56,-3,97,0,42,0,41,55,14,4
55,0,77,0,-4,-30,21,82,60,4
55,0,79,1,24,14,24,56,32,4
55,0,81,0,-20,14,26,102,76,4
55,0,92,0,-6,-19,36,99,64,4
56,3,98,0,44,-11,42,54,12,4
55,0,96,0,42,16,41,55,14,4
56,0,95,-7,50,0,39,46,6,4
56,0,78,-1,16,0,22,63,40,4
54,-16,77,0,-2,0,23,79,56,4
55,0,80,-7,-10,0,25,90,66,4
55,0,77,0,18,23,22,59,38,4
56,0,77,0,18,5,22,59,38,4
55,0,92,-5,30,-2,36,61,24,4
56,0,95,-1,46,0,39,48,10,4
55,0,76,0,-18,-4,21,94,74,4
56,0,81,1,-10,-3,25,91,66,4
55,0,96,0,44,27,41,52,12,4
55,0,77,-3,28,-18,21,48,28,4
55,3,95,-2,50,0,40,46,6,4
56,0,95,0,46,19,40,49,10,4
56,0,92,0,50,31,36,43,6,4
56,0,98,5,52,0,42,46,4,4
56,0,81,-2,-12,-10,25,94,68,4
55,0,77,0,16,13,22,62,40,4
55,0,77,0,2,-30,22,75,52,4
55,-1,98,2,46,0,42,51,8,4
56,3,79,0,16,0,23,63,40,4
55,0,77,0,24,2,22,54,32,4
56,0,95,-6,44,0,39,51,12,4
55,0,93,0,44,0,37,49,12,4
55,-2,80,-2,-4,19,25,85,60,4
55,0,96,0,46,-19,41,50,8,4
55,0,79,0,6,-2,23,74,50,4
55,0,77,0,18,17,22,59,38,4
55,0,79,1,16,13,23,63,40,4
55,0,78,0,18,14,23,60,38,4
55,0,77,0,6,-12,22,72,50,4
55,0,98,0,52,-2,42,46,4,4
55,0,82,6,-12,4,26,95,68,4
56,0,97,4,52,-4,41,45,4,4
55,0,95,0,50,-14,40,46,6,4
56,0,78,0,42,-29,22,37,14,4
56,0,78,0,26,18,22,52,30,4
55,-2,79,0,16,0,23,63,40,4
55,-2,97,-1,52,-17,42,46,4,4
56,0,76,0,-18,-20,20,94,74,4
55,0,95,0,34,-4,40,62,22,4
56,4,99,0,50,0,43,50,6,4
55,0,82,3,-18,-15,26,100,74,4
55,-1,98,0,50,-9,42,49,6,4
55,-1,98,1,52,-15,42,46,4,4
55,0,93,0,12,-10,38,81,42,4
55,0,82,0,-20,-2,26,103,76,4
55,0,78,0,26,11,23,52,30,4
56,0,97,-1,46,-6,41,51,10,4
56,5,97,0,46,0,41,50,10,4
55,0,82,0,-12,-13,26,95,68,4
55,0,95,-3,38,18,39,56,16,4
55,0,79,-1,18,-3,23,61,38,4
56,0,77,0,24,7,22,54,32,4
56,0,97,-7,46,0,41,51,10,4
55,0,93,0,52,-9,38,42,4,4
56,0,98,0,52,0,42,46,4,4
56,0,81,0,-2,12,25,83,58,4
56,0,78,0,12,-3,22,65,42,4
55,0,77,0,42,21,22,36,14,4
55,0,77,0,8,-7,22,70,48,4
56,3,98,-4,46,0,42,51,10,4
55,0,95,0,52,-9,40,44,4,4
56,0,91,0,-2,6,35,93,58,4
55,-1,99,2,46,0,43,52,8,4
55,-2,79,-11,-2,0,24,82,58,4
55,-1,98,-2,42,-3,42,57,14,4
55,0,97,1,46,-17,41,50,8,4
55,0,81,0,-6,-8,25,88,64,4
56,1,77,-2,44,0,22,34,12,4
56,0,82,5,-10,23,26,92,66,4
55,-1,97,0,52,0,41,45,4,4
55,0,79,0,18,6,23,61,38,4
55,-5,96,0,52,11,41,44,4,4
55,0,77,0,24,9,22,54,32,4
55,0,94,-3,50,0,39,45,6,4
55,-1,98,-2,46,-4,42,51,8,4
55,-4,97,0,46,0,41,50,8,4
55,0,78,3,10,11,23,68,46,4
55,0,95,-1,36,-7,39,59,20,4
55,0,81,0,-10,-4,25,91,66,4
56,0,79,5,0,4,23,79,56,4
55,0,96,0,52,23,41,44,4,4
56,1,81,0,-4,31,25,86,62,4
56,0,92,0,50,8,36,43,6,4
56,0,79,0,12,-6,23,66,42,4
55,0,78,-3,42,-1,23,37,14,4
56,0,78,4,-22,0,22,101,80,4
55,0,77,0,2,-22,22,75,52,4
55,0,77,0,-10,-4,21,87,66,4
56,0,96,0,52,0,40,44,4,4
55,0,77,0,-24,-4,21,103,82,4
56,0,77,0,16,-18,22,62,40,4
56,5,95,0,50,0,40,46,6,4
56,2,97,0,44,6,41,53,12,4
56,0,81,0,-20,-26,25,102,76,4
56,0,81,-2,-6,26,25,88,64,4
55,0,78,0,8,-11,23,70,48,4
55,1,77,0,28,0,22,48,26,4
55,0,82,0,-24,-16,26,108,82,4
56,2,95,0,46,2,39,49,10,4
56,0,96,0,52,10,40,44,4,4
56,0,77,0,18,1,22,59,38,4
55,-1,97,0,42,0,41,55,14,4
56,0,77,0,-22,-6,21,100,80,4
55,0,79,0,18,5,23,61,38,4
56,0,97,0,38,23,41,58,18,4
56,0,77,-2,24,-6,22,54,32,4
56,5,97,0,42,0,41,56,14,4
56,0,96,0,52,14,40,44,4,4
55,-2,95,0,44,18,40,51,12,4
55,0,95,0,38,-14,40,57,16,4
55,0,98,-5,42,0,42,57,14,4
56,0,99,0,46,-1,42,52,10,4
54,-8,77,-22,-2,0,23,80,56,4
55,0,78,0,10,-4,23,68,46,4
55,0,93,6,20,0,38,73,34,4
55,0,78,0,18,23,23,60,38,4
55,0,93,3,6,0,38,88,50,4
56,0,97,0,46,1,41,51,10,4
56,0,77,0,0,1,21,77,56,4
55,0,77,4,-10,0,22,88,66,4
55,0,78,1,12,-14,23,65,42,4
56,0,77,1,0,2,22,77,56,4
56,2,97,1,42,-25,41,56,14,4
55,0,78,0,16,12,23,63,40,4
55,0,81,0,-4,3,25,86,60,4
56,0,81,0,-6,22,25,89,64,4
56,0,78,0,42,-13,22,37,14,4
